1a0eA-1a0eD,0.4054,0.7159,0.0730561148039
1a0gA-1a0gB,0.4677,0.902445786470165,0.0115435386458
1a0rB-1a0rG,0.6498,0.698231280227596,0.00735329678679
1a0sP-1a0sQ,0.4533,0.815349972404489,0.077058181805
1a16A-1a16D,0.7699,0.7611,0.715528401166
1a27A-1a27B,0.6805,0.6829,0.624456739776
1a2vA-1a2vB,0.9148,0.89774999721526,0.895196244263
1a49A-1a49C,0.7063,0.70164956887337,0.650751633901
1a4gA-1a4gB,0.436,0.796399799095932,0.0442536258703
1a4sA-1a4sB,0.9192,0.910349997253804,0.899585821139
1a4uA-1a4uB,0.4151,0.739499945909398,0.0467042215754
1a4yA-1a4yD,0.409,0.742099946098909,0.0299046029098
1a59A-1a59B,0.8808,0.8663,0.837980247452
1a6cA-1a6cB,0.8708,0.8392,0.826767229685
1a6rA-1a6rF,0.325,0.5721,0.0512089890723
1a7jA-1a7jB,0.347,0.5196,0.156747206749
1a7kA-1a7kD,0.3634,0.665699984978218,0.0206545464484
1a82A-1a82B,0.4029,0.7449,0.0166062572915
1a8rA-1a8rI,0.2103,0.383599895724713,0.0200742306907
1aamA-1aamB,0.8249,0.8132,0.77676932973
1abwA-1abwD,0.3309,0.620076188399477,0.00997365382402
1ad1A-1ad1B,0.6376,0.77349089734479,0.530986077948
1adjA-1adjB,0.8172,0.774591931319391,0.767099370695
1ae1A-1ae1C,0.9119,0.8863,0.88352253347
1af2A-1af2B,0.2055,0.3799,0.0230302090309
1af6A-1af6B,0.4452,0.7967,0.0779614184779
1afrA-1afrF,0.5868,0.5838,0.549354182056
1afwA-1afwB,0.7724,0.734799129014698,0.718740166367
1ahhA-1ahhD,0.4918,0.907495140495868,0.052933003623
1ahuA-1ahuB,0.6515,0.6214,0.599058685023
1ai4A-1ai4B,0.7115,0.681337647663071,0.668302180121
1aigL-1aigM,0.6504,0.60947038675844,0.604825490066
1aigM-1aigH,0.3763,0.223789391372345,0.0289262434251
1ajaA-1ajaB,0.7071,0.693798558662439,0.682087441294
1al6A-1al6B,0.7222,0.7166,0.677231018282
1an9A-1an9B,0.417,0.756749045259333,0.0324040249442
1ao0A-1ao0B,0.2322,0.4448,0.00507727822631
1aonA-1aonG,0.6925,0.682748062980593,0.622380491718
1aozA-1aozC,0.4114,0.7833,0.0173462282059
1aq6A-1aq6B,0.7227,0.801199201198203,0.690981828132
1atiA-1atiB,0.7409,0.715898309819807,0.702226655771
1auiA-1auiB,0.5026,0.698622196779964,0.0115388602783
1av4A-1av4B,0.9568,0.9435,0.939561829801
1av8A-1av8B,0.8459,0.829099023037028,0.81524662883
1aw5A-1aw5G,0.4146,0.4909,0.335972993658
1awbA-1awbB,0.4612,0.851249856093979,0.0537430284599
1ay0A-1ay0B,0.8375,0.805449922403625,0.800248881187
1aymA-1aymC,0.7301,0.674818956680475,0.673927698853
1az0A-1az0B,0.1268,0.12991420890937,0.0893080124638
1b0aA-1b0aB,0.3024,0.4502,0.102923699757
1b0zA-1b0zB,0.8587,0.8469,0.83429503361
1b35A-1b35C,0.3961,0.620637363519589,0.0703199444695
1b35R-1b35L,0.4083,0.7926,0.00771227456925
1b3qA-1b3qB,0.1818,0.317078814627995,0.0193251803594
1b49A-1b49C,0.7313,0.664099984942027,0.661547667312
1b57A-1b57B,0.3876,0.726899944971798,0.0313928626796
1b5fA-1b5fB,0.7921,0.737892269527321,0.603668185688
1b63A-1b63B,0.4387,0.7966,0.0419454786663
1b65A-1b65D,0.7049,0.6702,0.668399026049
1b70A-1b70B,0.3838,0.569459133519128,0.0466181886969
1b71A-1b71B,0.3613,0.6685,0.021343873871
1b73A-1b73B,0.3356,0.5544,0.0544417146433
1b7tA-1b7tZ,0.0973,0.111043079922027,0.0194153436783
1b8aA-1b8aB,0.9032,0.877099714969787,0.874246275129
1b8fA-1b8fD,0.9123,0.8938,0.890433904306
1b8gA-1b8gB,0.7595,0.755431385267059,0.7126380775
1b9hA-1b9hB,0.8611,0.8637,0.834747395694
